 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016
42 7.24169e+10 5.54943e+10 5.96388e+10 6.97696e+10 3.9796e+10 5.3501e+10 3.91418e+10 3.51425e+10 1.54623e+11 3.40012e+10 8.14635e+10 1.08143e+11 5.00983e+10 7.19089e+10 6.55969e+10 4.87371e+10 6.21167e+10
43 6.76887e+10 4.16315e+10 3.91337e+10 4.12562e+10 3.45754e+10 5.2011e+10 1.02048e+11 3.91269e+10 9.93712e+10 5.49053e+10 6.13708e+10 8.28209e+10 5.83776e+10 6.0593e+10 5.62238e+10 7.96971e+10 6.19802e+10
44 5.02865e+10 4.62093e+10 5.80317e+10 6.2089e+10 3.28196e+10 5.34215e+10 8.94e+10 4.9705e+10 8.24478e+10 5.42311e+10 3.84327e+10 5.4587e+10 7.00461e+10 5.72001e+10 7.55945e+10 9.95657e+10 5.0996e+10
45 4.0068e+10 3.91046e+10 6.2011e+10 7.44521e+10 3.18926e+10 5.56552e+10 5.89435e+10 3.19467e+10 5.20814e+10 4.56158e+10 4.4324e+10 4.7054e+10 3.70371e+10 5.40908e+10 8.48746e+10 7.82593e+10 5.28638e+10
46 7.87927e+10 4.65764e+10 6.05363e+10 4.84578e+10 2.94105e+10 5.2062e+10 6.35372e+10 3.77338e+10 5.14122e+10 3.56551e+10 4.868e+10 3.28391e+10 4.10258e+10 5.60699e+10 6.71417e+10 6.97787e+10 4.36495e+10
47 9.685e+10 5.18095e+10 6.22524e+10 3.94486e+10 4.74472e+10 4.20389e+10 5.61627e+10 7.43444e+10 6.26192e+10 5.82905e+10 5.6837e+10 2.56874e+10 3.51001e+10 6.4988e+10 4.21858e+10 5.30925e+10 4.16339e+10
48 8.152e+10 4.5496e+10 5.47874e+10 2.66996e+10 6.28844e+10 3.12558e+10 6.10058e+10 7.62611e+10 6.62253e+10 3.24746e+10 6.19081e+10 4.49795e+10 3.98842e+10 7.11373e+10 5.21116e+10 6.83646e+10 4.14975e+10
49 5.21474e+10 4.8527e+10 4.89421e+10 3.84741e+10 4.37333e+10 3.67268e+10 5.21649e+10 7.24054e+10 6.44435e+10 5.49327e+10 7.38484e+10 9.83084e+10 4.30282e+10 8.10763e+10 1.00792e+11 5.46236e+10 4.82156e+10
50 2.97058e+10 4.26966e+10 4.0892e+10 3.86819e+10 2.27603e+10 5.23985e+10 2.34455e+10 7.03031e+10 5.97574e+10 4.1602e+10 2.56885e+10 1.03269e+11 4.14703e+10 7.24818e+10 4.69521e+10 8.48045e+10 6.45288e+10
51 5.51725e+10 6.06553e+10 2.69755e+10 3.71863e+10 4.73236e+10 5.49221e+10 2.40263e+10 4.60343e+10 5.23941e+10 4.54847e+10 4.6936e+10 8.48378e+10 3.75439e+10 5.2924e+10 6.29859e+10 7.81326e+10 5.8474e+10
